title,pageRank
Random walk,0.01510824026267713
Behavioral economics,0.01443027552766189
Utility,0.01228851166003913
Expected utility hypothesis,0.01124597859957857
Paul Samuelson,0.01030797397691756
Confidence interval,0.007821067548161507
Statue of Liberty,0.007521986124406264
Mathematical finance,0.007498570831137973
Super Bowl,0.007029138306858889
Sahara,0.005971472101208018
New England Patriots,0.00596910394118086
Marginal utility,0.005563462406646938
Maurice Allais,0.005239885234472791
Chief executive officer,0.005176155752461855
Daniel Kahneman,0.004994921860864834
Present value,0.004726086957990768
Cary Brown,0.004608585121663638
Turkey,0.004421644876943871
Amos Tversky,0.004331848606201105
Pulitzer Prize,0.004284955975941105
Binomial theorem,0.0042491114782024
Harvard Business School,0.004122404247276911
Wall Street Crash of 1929,0.003888261004654301
Stock market,0.003765841811960806
Irving Fisher,0.003647662796678559
Nassim Nicholas Taleb,0.003638823802128796
Economist,0.003630847840120082
Thailand,0.003562304001234865
Laos,0.003527797392569451
Robert J. Shiller,0.003326011167169665
Richard Thaler,0.003276695535994268
Dividend,0.003238090299764458
Allais paradox,0.003198194984659336
Rakesh Khurana,0.003080943298785647
Behaviorism,0.003079968602053025
Nobel Prize,0.003044949603534292
Kink (sexuality),0.00295715334988692
Fooled by Randomness,0.002954394085275732
Normal distribution,0.002904879223051717
Random number generation,0.002897438174408033
Function (mathematics),0.002862552500122675
Pound sterling,0.002845378430454747
Massachusetts Institute of Technology,0.002789560883500552
Psychology,0.002698013733399013
Dummy variable (statistics),0.002694415864892906
Geoffrey Robertson,0.002688448912770438
Stocks for the Long Run,0.002641994807675066
New Haven Register,0.002621136051589614
Jeremy Siegel,0.002616177204656718
Mathematical economics,0.002614556715310034
Economics,0.002613552909453976
Asteroid,0.002559073626200645
Caveman,0.002558933107740412
Yale University,0.002476154747745802
Yale College,0.00244636930891508
Gambling,0.002372630170746751
Hemline,0.002354272794136065
Bipolar disorder,0.002300497736088233
Social science,0.002260570668661483
University of Chicago,0.002249231928506093
Concave function,0.002225857938695431
Risk,0.002201757750615005
Money,0.002183114412546374
Communism,0.002182927973747265
Rationality,0.002145405954617584
Psychologist,0.002117717803508775
Anxiety,0.002104507719818024
Value function,0.00208045565748528
Prospect theory,0.002070596431504508
French language,0.00203947871293757
England,0.002013364535961161
Parallel universes in fiction,0.0020092337029521
Arithmetic,0.002005161035402013
Law,0.001988877300343235
Expected value,0.001987331932512746
Time series,0.001980862943399659
Science,0.001980070664672356
Technology,0.001969522052009782
Loaded question,0.001950321597422484
Casino,0.001925187027143044
Weight function,0.001911124291740571
Advertising,0.00190415203622613
Mathematics,0.001903644082321929
Earth,0.001893322694083854
Market trend,0.001893165370864034
Short ton,0.001886522509739627
Miniskirt,0.00187732632137111
United States,0.001871745980104579
Copper,0.001868726655905074
Coin,0.001868530804039486
Great Depression,0.001846164731393531
Euphoria,0.001840527516856712
Life expectancy,0.001833444211762512
Free will,0.001829353005718397
