title,pageRank
Moral hazard,0.01655905480042829
Kibbutz,0.01421639445298472
Carbon paper,0.01410262544667198
Germany,0.01324925567326614
Karl Marx,0.008786887106593474
John Harsanyi,0.008168583698069505
Finn E. Kydland,0.008104315443716384
Otto von Bismarck,0.007893640700319783
John Rawls,0.007579645303371249
Life insurance,0.007552627252199711
Public finance,0.006994420662933052
Great Depression,0.006979353238207771
Social Security (United States),0.00612276065064119
Robert Owen,0.005709275755929465
Human capital,0.005489922102051704
Socialism,0.005446287277058781
Mail,0.005143314544451408
Progressive tax,0.00501118522898139
Israel,0.005005505502215396
The Times,0.00474585555161741
Post office,0.004739946484602121
Quebec,0.004650417391264752
Inflation,0.004631418690539647
Typewriter,0.004629085302178947
Consumer price index,0.004390872711030273
Pre-Columbian era,0.0043227289738742
Daniel Kahneman,0.004005293886163841
Amos Tversky,0.003883575411978052
"New Harmony, Indiana",0.003878596920295679
Robert J. Shiller,0.003483055337943066
Financial market,0.003355112013841374
Hutterites,0.003336433139478188
Communes of France,0.003284113968923174
Pulp (paper),0.00325565394801607
Patent office,0.003102821216010986
David K. Backus,0.003101328103564593
Probability theory,0.003097274446689217
United States,0.003014228078264894
Citigroup,0.00300653154891498
Financial risk management,0.002951159037264601
Climate change,0.00293753650132984
Social Security number,0.002882764380931702
Communism,0.002863828528192131
Nobel Memorial Prize in Economic Sciences,0.002770447817490337
Information technology,0.00276453522874784
Carbon,0.002714185206155166
Risk management,0.002706450113595442
Internet,0.002706383632274787
Finance,0.002704777556857745
Diversification (finance),0.002665807168892058
London,0.002574785828314213
Venture capital,0.002484222313665753
Economic inequality,0.002477834098034367
Risk,0.002471661900359641
IBM,0.002465978741452359
Japan,0.002443142900292274
A Theory of Justice,0.00243984903056108
China,0.002419864706955653
Power loom,0.002396561702490745
Tax,0.002335768186239707
Deflation,0.002283152402314269
Steam engine,0.002247202898429011
Management science,0.002233693873330892
Paper,0.00223087098948696
Departments of France,0.002230446067424482
United States dollar,0.002215274817344123
Philosophy,0.002198053385719875
Harvard University,0.002197001736021816
Mexico,0.002164568880586986
Nuclear power,0.002154154884427173
Mental accounting,0.002127490722333875
Edward McCaffery,0.002104298196201789
Harvard University Press,0.002071741533789752
Problem set,0.002059679832514643
Montreal,0.002041096836722687
Life table,0.002031238380052774
Security (finance),0.002030939294568334
Louis Blanc,0.002028715295801892
Tuberculosis,0.002024666598720433
Agriculture,0.00200637285656662
Atom,0.001988189218355423
Inca Empire,0.001979971542685154
Cambridge University Press,0.001974103189154002
Nobel Prize,0.001970237116459724
Risk pool,0.001939098135496917
Department store,0.001936602648148711
Society,0.00192799835930759
Technology,0.001903380025865529
Teaching fellow,0.001882307687131719
Capitalism,0.001855833913441179
Patronage,0.001850550783662158
Inventive step and non-obviousness,0.00184011325235389
English language,0.001838193413494302
Journal of Political Economy,0.00182968818274139
Logic,0.001823984238025917
Americas,0.001806493120407653
Comet,0.001801663937904104
Private equity,0.001799429748875077
Science,0.001794597157296174
Insurance policy,0.001784461751879119
Email,0.001776541611902417
Insurance,0.001768530238937177
Invention,0.001751323686555516
Weather modification,0.001750490169922646
Credit card,0.001749394372232744
Electronics,0.001747153062692575
Cass Sunstein,0.001728217455172771
Airplane,0.001723053580264873
Philanthropy,0.001718538912526994
Paper machine,0.001716612777165733
Education,0.001694177053350295
Wheel,0.001692625673591131
Innovation,0.00168306090710542
United Kingdom,0.001678517054076218
Gross domestic product,0.001675702244491378
Patent,0.001674484054789102
Subprime mortgage crisis,0.001664650213843286
Mass production,0.001663208680655233
Psychology,0.001654946437451166
Economics,0.001646840324628786
Income tax,0.001640400178824851
Property insurance,0.001631608455061265
Suitcase,0.001630901122828862
Populism,0.001626862490153825
Politics,0.001600794651840951
Financial asset,0.001594386700467392
Suicide,0.001592013726794703
Consumption (economics),0.001588591431935965
Aztecs,0.001573281723180513
Pre-Columbian Mexico,0.001567619335495667
Statistics,0.001563215386258715
Scientific method,0.001562242646949761
History of technology,0.001560187049228062
Probability,0.001537467824454713
Law,0.00153225907185285
Ethics,0.001531774511197861
Financial innovation,0.001524265071622398
Bureaucracy,0.001520998372064297
Capital (economics),0.001518439898689732
Machine,0.001517230502705635
Debt,0.001516028194922167
American Civil War,0.001508140203255598
Textile,0.001504553971296277
