title,pageRank
Tic-tac-toe,0.0251870336281273
Backward induction,0.01978538601598488
Bill Gates,0.01898320092518787
Nash equilibrium,0.01738565268095622
Mathematical induction,0.01207184147724091
Chess,0.01134500254476655
Ben Polak,0.009286439203172068
Perfect information,0.008942123102823763
.so,0.008738328035116854
Longest path problem,0.0082521417315341
N+1,0.00680979227603998
Monopoly,0.006577054125371379
Checkers,0.0055628399420975
Microsoft,0.005362216069132209
Duopoly (broadcasting),0.005273053473015951
Best response,0.005175755898897383
Nim,0.004723524991937261
Jargon,0.004566015315790495
Tree,0.004467276416655895
Operating system,0.004221840197626774
Hypothesis,0.004135405976669965
Solution (chemistry),0.003881219354094994
Latin,0.003871756869784946
Real number,0.003801065940170892
Bit,0.003785207136577943
Newline,0.003740382734751318
Length,0.00367536743111543
Circle,0.003668174566428503
Game,0.00363693575714295
Game theory,0.003523677523982212
Backslash,0.00346336243120599
Mathematical proof,0.003454704194602738
Nate Polak,0.003414158194220896
Graph (discrete mathematics),0.003221352354754558
Knowledge,0.003185306091324563
Subset,0.003105812851681372
Force,0.003101381221403709
Matter,0.003089955638860683
If and only if,0.003061143089154862
Economics,0.003047277713289991
Mathematics,0.003030677368198371
Mean,0.002960542012691345
Incumbent,0.002922589373145083
Noun,0.002919215534587174
Truth,0.002892645519246507
Light,0.002818032479311987
Observation,0.002799739112076564
Partially ordered set,0.002767556335104749
Addition,0.00268512144493169
Subroutine,0.002647052762828863
Logical conjunction,0.002642294681354848
Market (economics),0.002633261009531193
Business,0.002621076773647403
Theorem,0.002600009990966627
Set (mathematics),0.002577301563150891
Matrix (mathematics),0.002569220558699229
Infinity,0.002549119112308983
Google,0.002495569355830196
Money,0.002441544390613822
Utility,0.002433232906864012
Number,0.002381890618241052
Corporation,0.002380064668574384
Strategy,0.002278267786933133
