title,pageRank
Random walk,0.03668517395521304
Present value,0.01308898520905507
Berkshire Hathaway,0.01127472812203703
Price–earnings ratio,0.01039550322530193
Dividend,0.00990131447226396
Warren Buffett,0.0087905555509595
Market trend,0.008649291194441472
Catastrophe bond,0.007853900109627904
Hurricane Katrina,0.006866381106960542
Mortgage loan,0.006202603762365539
The Wall Street Journal,0.006028172259690838
Tropical cyclone,0.00574856615588103
S&P 500,0.005745731746578326
U.S. Securities and Exchange Commission,0.005600241603497155
Dow Jones Industrial Average,0.005555517613565946
Mexico,0.005538959536083662
Regression analysis,0.00537940553880056
Insurance,0.005117659322236889
Taiwan,0.00483758438949802
New Orleans,0.004791468291248634
Bloomberg Businessweek,0.004693282362673487
Mexico City,0.004636142877260933
Yale University,0.004475939383661811
Speed of light,0.00426035554606089
Financial market,0.004245323458603727
Expected value,0.004245169077325838
Berkshire,0.004148263413681177
Random number generation,0.004035610215404703
Harry Roberts (criminal),0.004015757261970999
Random walk hypothesis,0.003936951645578533
"Santa Monica, California",0.003863725491466439
Day trading,0.003780409306040269
Statistical significance,0.003654025108826539
Discounting,0.003379700127403255
Consumer price index,0.00335886304876398
Robert J. Shiller,0.0032602521835224
Los Angeles,0.003179799165734655
Behavioral economics,0.003168155813011416
Corporate finance,0.003107032422400361
Short (finance),0.00310494037108924
Florida,0.003058741612757675
University of Chicago,0.003007722101321093
Spreadsheet,0.002926274396588055
Climate change,0.002834668440022794
Technical analysis,0.002815066450017504
Microsoft,0.002685945617981409
Reuters,0.002668970823038883
Earthquake,0.002585929807459317
Capital market,0.002540278774544587
Dependent and independent variables,0.002504875604009443
Variance,0.002483209593338593
Telegraphy,0.002379107415078757
Problem set,0.002332373855190062
Efficient-market hypothesis,0.002331760884511258
Market maker,0.002244104852328004
Price,0.002232714009165022
Forecasting,0.002136161206693712
Market (economics),0.002106519425907429
California,0.002103012463105715
Investment,0.002067698598425949
Shareholder,0.002061625883257042
Cash flow,0.002056640286248095
Real versus nominal value (economics),0.002035209287053075
Interest rate,0.002027315338090487
Information,0.001963152389534763
Textbook,0.001955874386680769
Homing pigeon,0.001951082644903896
Risk,0.001948821244242928
S&P Global Ratings,0.001939004105754991
Economic growth,0.001928978300518828
Stock market,0.001918299449862747
Money,0.001908247382260499
Taiwanese people,0.001899827486231411
Risk management,0.001885041364380973
Capital (economics),0.001846474396786146
Bond (finance),0.001828114818517951
Security (finance),0.001814344783922062
Correlation,0.001802798523642921
Microsoft Excel,0.001788260601929445
Data,0.00178295149392152
Probability,0.001780389375468087
Mean reversion (finance),0.001774653500958393
Paris,0.001773164534272376
Webcast,0.001766456049636332
Hypothesis,0.001756272809787415
Economics,0.001756031499707756
World Wide Web,0.001741830586005363
Variable (mathematics),0.001729091422441153
Company,0.00172391156911028
Mathematics,0.001722713101644799
CBS News,0.001699219501895628
London,0.00164922523938393
Infinity,0.001635669482601446
Causality,0.001634180808513463
Software,0.001622812574145246
Mean,0.00161577213593252
Religion,0.001613931338979787
Randomness,0.001609215961575546
Number,0.001608324974590819
Computer,0.001607529190793799
Human,0.001601622520444727
Arkansas's 1st congressional district,0.001579811956682919
Ownership,0.001573703312572187
Mathematical model,0.001568814858739504
Time,0.001550914246586737
Value (economics),0.001539348177243226
Computer programming,0.00153522377727067
Asset,0.001524085610393277
Measurement,0.001523732863261407
Data set,0.001521464432120664
Theory,0.001497786371200105
Empirical evidence,0.001484879522469952
Gross tonnage,0.001484868826941419
Statistics,0.00147941498870036
Wealth,0.001475129808694052
Employment,0.001468266229304993
Truth,0.001464711512499463
Strikeout,0.001450884968781301
Parameter,0.001445618385588219
Wage,0.001439325171098413
Rho,0.001436381755066329
Bias,0.001409766418470636
Finance,0.001407231206147234
Stock,0.001386496009808727
Irreligion,0.00138519476794509
Electricity,0.001360325454550177
Business,0.001340953332502365
Flood,0.001334921876265242
New York City,0.001300237328353352
Information technology,0.001294246011454842
Electronics,0.001282023825235147
ABC News,0.001266599459956892
Evolution,0.001261231855022586
United States dollar,0.001257921482209854
Debt,0.001241130961761574
Flood insurance,0.001231490581429284
Artificial intelligence,0.001230285425988349
Trade,0.001219483153732767
Corporation,0.001212630690082408
Scientific method,0.001211975729691607
Real estate,0.001210159691187842
Education,0.001198860318348447
Intellectual property,0.00118217559394175
Bankruptcy,0.001178922985149712
Stock exchange,0.001177482715901006
Poverty,0.001173289953600146
Telephone,0.001170992636542407
Regulation,0.00115478239185747
Tax,0.001146351483174624
Interest,0.001130803679204452
Securities market,0.001123480994798258
Knowledge,0.001111395498182816
Natural disaster,0.001108591759061082
Food and Drug Administration,0.001087504683815279
title,pageRank
Sharpe ratio,0.02922235707877707
David F. Swensen,0.02257427045332215
Market timing,0.01780725175386491
Mutual fund,0.01500132352578075
Asset allocation,0.0145213061744815
Robert J. Shiller,0.01095099200550107
Opportunity cost,0.008885809012962669
Zero-sum game,0.007522418151170986
United States Treasury security,0.006358554635056327
Time-weighted return,0.005660243425777406
Quartile,0.005600474631523572
The Saturday Evening Post,0.005289356417842563
Center for Research in Security Prices,0.00486996610881355
Survivorship bias,0.004816867105546896
Lehman Brothers,0.004622516085790316
Inflation,0.004300878213915515
Stock market,0.004146491033038372
Modern portfolio theory,0.003933312858162301
Absolute return,0.00370313458880611
Norman Rockwell,0.003685152798092338
Hedge fund,0.003658678530120319
Volatility (finance),0.003597460816605412
Ford Motor Company,0.003424357603401973
Private-equity fund,0.003394649382904074
Jim Tobin,0.003385998698669508
Salomon Brothers,0.003217363461937286
Principal–agent problem,0.003129603643072668
National School Lunch Act,0.00309389126037456
Nobel Prize,0.003071649248049989
Harry Markowitz,0.003036626292137799
Standard deviation,0.002982078548470191
World Bank,0.002917593436259437
