title,pageRank
Dividend,0.0209527843703349
Share repurchase,0.01748235699628107
Price–earnings ratio,0.01581621087982635
Ex-dividend date,0.01513595971355607
John Lintner,0.0103767811352436
Dividend policy,0.008865425795695377
Behavioral economics,0.008649671635491294
Stephen A. Schwarzman,0.007947803357611373
Modigliani–Miller theorem,0.007553037308928185
Great Depression,0.006991245874534725
Earnings per share,0.006878511756874342
Amedeo Modigliani,0.005255960930216584
Berkshire Hathaway,0.005246574261829206
Warren Buffett,0.005191971221202856
Bill Gates,0.005008249499498305
Rome,0.004861079746780956
New York Stock Exchange,0.004793787432791636
Harvard Business School,0.004776937434049979
Publican,0.004776928586807408
Merton Miller,0.004713324815897069
Bankruptcy,0.004702068176440139
Ancient Rome,0.004261411857076526
S&P 500,0.004074611302832261
Psychology,0.003967066720196452
Rho,0.003908763114401163
S&P Global Ratings,0.003810022789924708
Corporation,0.003660653813179926
Spreadsheet,0.003538694979454857
Yale University,0.003460351300928866
New York City,0.003257127007117443
Capital gain,0.003234138469809783
Ulrike Malmendier,0.003217886461248886
Probability,0.003208251345599027
David F. Swensen,0.003185430277813158
Capitalism,0.003119687115671958
Nonprofit organization,0.003096104986132997
Robert J. Shiller,0.003091115579020506
Neutral mutation,0.002879765441812055
Mutation,0.002841138970237745
Stockbroker,0.002832382733423209
Ancient Greece,0.002824353517981005
Dividend payout ratio,0.002777698262425507
The Blackstone Group,0.002761744689854577
Evolutionary biology,0.002720217047273518
Roman Forum,0.002693429083596618
Stock market,0.002651485171286528
Tax,0.002622043847218881
Latin,0.00259843553105474
Shareholder,0.002593384705415965
Profit (economics),0.00258527031323228
Nobel Prize,0.002540388781376481
Interest rate,0.002534035671181514
United States dollar,0.002509905233751544
Theory,0.002484907108318506
Cash flow,0.002457481010393074
Income,0.002449442614456118
Microsoft,0.002445646673857339
Board of directors,0.002420405664630373
Finance,0.002410150424001028
Commercial paper,0.002393024799161488
United States,0.002382587154677063
Mathematics,0.002381197414030254
Google,0.00237188501376787
Natural person,0.002359268307921731
Liquidation,0.002329985543761467
Financial Industry Regulatory Authority,0.002288372142493842
London,0.002240575670886067
Genome,0.002235958066263853
Accountant,0.002213500823236137
Babylonia,0.002204604604194197
Leverage (finance),0.002165967939497739
Penthouse apartment,0.002142340363324807
Frick Collection,0.002095621607415536
Money,0.002061816711923766
Chief executive officer,0.002057405209186287
Fiduciary,0.002057249683298936
Capital (economics),0.002015775133662169
Airbus,0.002012109983015199
Present value,0.001996048058965824
Interest,0.001970747906219001
Business,0.001958740240146624
Risk,0.001948834088742875
Economics,0.001895270210617152
Market economy,0.001887286493532616
New York (state),0.00170813072728037
Law,0.001648648579385025
Stock,0.001605149120415192
Private equity,0.001583099403826434
Investment banking,0.001552677509604557
Asia Society,0.00154434988940071
Outward Bound,0.001528915990116837
Philanthropy,0.001488549346537725
Gold leaf,0.001487181974418023
Slavery,0.001458990492118118
"One share, one vote",0.001431474575189501
Democracy,0.001417489614736656
Asia,0.001398816608766887
For-profit corporation,0.00138960479130041
International Red Cross and Red Crescent Movement,0.001310286326541406
Donald Trump,0.001308782459527356
Whitney Museum,0.001296731581810858
By-law,0.001295312826072793
State (polity),0.001279123681844996
Market capitalization,0.001244333784694658
Cooperative,0.001234308497229633
Alternative investment,0.001216929491604917
Real estate,0.001214342334267962
Investment,0.00121029989189256
Employment,0.001209929540231353
Pound sterling,0.00120514603665174
Referendum,0.001203122906783804
Contract,0.001199752901890173
Debt,0.001186913488842176
Intellectual property,0.001183774636800373
Society,0.00117453528335971
World War I,0.001168866317297536
Poverty,0.001165153334612656
Evolution,0.001162876274813906
Scientific method,0.001142892045258168
History,0.001141433576080652
Justice,0.001137559840792152
Bank,0.001136715756392542
Mergers and acquisitions,0.001122074277910108
Knowledge,0.001118420291491266
World Wide Web,0.001113184218671436
Early modern period,0.001103799325102051
Mining,0.001100957712618785
