title,pageRank
David F. Swensen,0.01530884178919331
Southeastern Conference,0.01163671300868815
Blue sky law,0.009348280404103205
Hedge fund,0.008555777123383932
Securities Investor Protection Corporation,0.007945052186148544
Accredited investor,0.007406314855814188
Magical thinking,0.007391163129197218
Federal Deposit Insurance Corporation,0.007319242597838948
Financial Accounting Standards Board,0.007293326728761316
Representativeness heuristic,0.007223693088913134
B. F. Skinner,0.0071361289177092
Columbidae,0.006956252206009512
Emulex,0.006619464656050262
Public company,0.006298254703043895
Northern Rock,0.006207037074197291
IBM,0.006204130390669516
Behavioral economics,0.006096173319379807
Enron,0.006075595296176043
U.S. Securities and Exchange Commission,0.005579093756234197
Balance sheet,0.005398840387555677
Insider trading,0.005277075662055314
Amos Tversky,0.00499208643406304
Random walk,0.00493030472228794
Accounting standard,0.004735159981559127
Deposit insurance,0.004732035725016193
Great Depression,0.004496465117099368
Rota Fortunae,0.004380443332042644
Louis Brandeis,0.00427740399478076
Bank run,0.004033345995607836
Structured investment vehicle,0.003994584907888489
Robert J. Shiller,0.003923613448914207
Microsoft Excel,0.003845788331626928
Brandeis University,0.003707057071336107
Wall Street Crash of 1929,0.003611437976404915
National Association of Realtors,0.003579310952860612
Eldar Shafir,0.003564063051703463
Attention deficit hyperactivity disorder,0.003501164133736707
Natural person,0.00347318571244567
Maize,0.00336595336159509
Ellen Langer,0.003362985801035988
Bank of England,0.003244198035923046
Broker,0.003159965083554464
Franklin D. Roosevelt,0.003155474303831037
William O. Douglas,0.003093083558982845
"Earnings before interest, taxes, depreciation and amortization",0.003089339384972044
Probability,0.003060756356691308
Goodbody & Co.,0.002933029790405751
Psychologist,0.00293063773293616
Gambling,0.002907989983570357
Coin flipping,0.00286654500673329
Heuristic,0.002713511225163022
Insurance,0.002712837263389068
Financial endowment,0.002689088755939266
El Camino College,0.002662821304683752
Accounting,0.002616437072843228
Psychology,0.002599327169260081
Wishful thinking,0.002561806888953337
United Nations,0.002521243973749489
Off-balance-sheet,0.002439001281784831
Stock market,0.002434770259856839
Deregulation,0.002432350483164031
Bankruptcy,0.002426877431718206
Progressive Era,0.002412461269742463
Massachusetts Institute of Technology,0.002407204306786293
Microsoft,0.002355299433152985
Alcoholism,0.002321273496393687
Subprime mortgage crisis,0.002277381333462155
Financial crisis of 2007–2008,0.002274374465107355
The New York Times,0.00225116905888464
Financial market,0.002241817206749521
Commercial paper,0.002194780360351976
Merrill (company),0.002168461235728139
Real estate,0.00216255914677254
United States,0.00213756614023867
Cash account,0.002109607890001207
Torture,0.00207712333440631
Economics,0.002058130335053063
Problem gambling,0.002048107214788192
Self-regulatory organization,0.002044976666989587
Electrical engineering,0.002043702348946134
Doctor of Philosophy,0.002011045668183983
Xerox,0.002003604420041602
Internet,0.001978617329498981
Community college,0.001966423713766723
University of Wisconsin–Madison,0.00192663454714222
United Kingdom,0.00191353053062386
People (magazine),0.001878386091493059
Currency,0.001877872617185619
University,0.001841946730233434
United States dollar,0.001841106770826448
Free market,0.001832729246764358
Gross domestic product,0.001827383703862471
Coin,0.001803615335494453
Debt,0.0018026999802441
Finance,0.001798845617073645
Financial regulation,0.001784509233426937
Spreadsheet,0.001783359466964862
Investor,0.001781708294755883
Corporation,0.00177859623512247
Cambridge University Press,0.001770057768984008
Telephone,0.001767931200560302
Loan,0.001739647388093762
United States Congress,0.001704926882567066
Culture,0.001700144108321992
Randomness,0.001699054189998314
Stock,0.001656730136290449
Pound sterling,0.001654267647882008
Stock exchange,0.001643384493979966
Securities fraud,0.001640318994499614
Risk,0.001638074790632608
Connecticut,0.001630020027368456
