title,pageRank
Poker,0.007383054281654774
Law of large numbers,0.007175443521703731
3Com,0.00711835974372659
Ben Stein,0.007091263886961958
Financial statement,0.006748236945014352
Coupon,0.006646409685540543
Option (finance),0.006125788549247742
Financial market,0.005314080520310836
Jim Cramer,0.005004413738936601
Municipal bond,0.004963499409848232
The New York Times,0.004496658331550822
Venture capital,0.004487213451345641
Robert J. Shiller,0.004437444022187789
Quantum mechanics,0.004412895721234599
Mad Money,0.004308762940241854
Fixed income,0.0042922032284844
Security (finance),0.004190695024551452
Japan,0.004104939856583389
Behavioral economics,0.003955893929963658
David F. Swensen,0.003897036946696417
CNBC,0.003731438788939316
Randomness,0.003724669128920994
Public company,0.003689142684446692
Stocks for the Long Run,0.003614457052450654
Cash flow,0.003610992978361505
Headline inflation,0.0035976143356619
Minneapolis,0.00358903343177149
Causality,0.003581994260135535
Value at risk,0.003562501946629996
Fortune 500,0.003530824826648482
Psychology,0.003518236555255063
Dot-com bubble,0.003417382008525228
Interest rate,0.003411055422304976
Real estate investment trust,0.003400860670294112
Mutual fund,0.003377685095436508
Indenture,0.003359755332189485
A priori and a posteriori,0.00334019790516219
Jeremy Siegel,0.003316767759861792
Craps,0.00327661493381806
Free market,0.003103104507903722
Fiduciary,0.003079511966242778
Executive compensation,0.003040353486243077
Mortgage loan,0.00291365216963085
Inflation,0.002912218692715069
Market capitalization,0.002898789576113631
Compound interest,0.002848272539181062
Wheat,0.002732720868009299
Hedge fund,0.002618923356735723
Bond (finance),0.002476171213714363
Determinative,0.002434476731166862
Event of default,0.002375039189467519
Risk management,0.002312522701672147
Clipper,0.002278239790895839
Dividend,0.002229258929841299
Stock exchange,0.002225099006703518
Roulette,0.002212452276819668
Bankruptcy,0.002199862944208607
Survivorship bias,0.002188981869758482
Tightrope walking,0.00217344215921025
India,0.002152085464277767
China,0.002142901607625153
Credit crunch,0.002123714158200214
Internet,0.002082530558130517
Dividend yield,0.002065353099044789
London,0.002044452427322107
Australian dollar,0.002033869268482287
Bank,0.002006199940462759
Probability,0.002004028684841817
