title,pageRank
Douglas W. Rae,0.0219114156178174
Enron,0.01556859871619625
Commodity broker,0.006231581442917552
Security (finance),0.005591782480485961
Jim Alexander (photographer),0.005097628496150163
Investment banking,0.005015121351538354
Yale College,0.004391655731698637
Forward market,0.004312813574250907
Arthur Andersen,0.003925598424670527
Pound sterling,0.003878498990126724
Commodity,0.003871396348398876
Adam Smith,0.003544429116506686
European People's Party,0.003215796233356036
Old Testament,0.003171053567716741
Internal Revenue Code,0.003084205968850755
Chief financial officer,0.003042827481785589
Balance sheet,0.003005012914899083
MCI Inc.,0.002932507317940978
Venture capital,0.002812795637418097
George Soros,0.00276195876288033
List of commodities exchanges,0.002758903277115102
United States dollar,0.002689170749002145
Gulf of Mexico,0.002565039554475682
Income statement,0.00253771420702274
Norsk Hydro,0.002525450675478461
Yale Divinity School,0.002466298095574027
Inflation,0.002457004388136128
Professor,0.002450698371210719
Capitalism,0.002337036984493795
"Kuhn, Loeb & Co.",0.002327774624806702
Public company,0.002296813596815115
Accounting,0.002283867608440681
Lehman Brothers,0.002264250794581703
Algorithm,0.002250300273963215
Asset,0.002150464238866611
New Orleans,0.00214106248785643
Louisiana,0.002099354131642609
Money,0.002066346634231498
Shareholder,0.002017122337524491
Risk,0.00201364613471764
Massachusetts Institute of Technology,0.00198448549129917
Corporation,0.001976185367394866
Wolf,0.001940374868150509
Cash flow,0.001934957336999026
Market (economics),0.001930481462987223
Forward (association football),0.001927030580034663
Business,0.001922124786071842
Harvard Business School,0.001908787964098826
Trade,0.001879103313471684
Market value,0.00181483150870406
Gross domestic product,0.0018115984474035
Mortgage loan,0.00181037545584418
Derivative (finance),0.001792659949199937
Equity (finance),0.001789058280912758
Manufacturing,0.001770407427973876
Stock exchange,0.001723842785814768
Investment,0.001723353352914434
Volatility (finance),0.001712200216901845
Profit (accounting),0.001709137861525802
Technology,0.001706390476858856
Contract,0.001694941933774806
Economics,0.001690504008529318
Supply and demand,0.001676764425015901
Revenue,0.001670714547601894
